mu_xi,mu_ep,mu_rho,sigma,xi,ep,rho,log_lik,lp__
0.0248350053185,0.188647216801,5.62890258932,[ 1.07888459  0.26828842  0.21568905],"[  1.29976714e-03   3.23775820e-03   6.61072985e-02   2.98010400e-05
   3.24888926e-02   1.21486652e-02   2.24385497e-01   4.17831459e-02
   1.23265255e-02   2.74393237e-03]","[ 0.16104539  0.16500158  0.09320965  0.12053317  0.16027665  0.16838015
  0.27123268  0.15479176  0.21391112  0.1858534 ]","[ 3.915159    5.55112592  5.97279005  6.00712085  6.62687138  5.2828414
  6.8717124   7.55407938  4.3768999   4.67758599]","[-72.06371674 -77.50683897 -90.42588382 -61.8109178  -67.88683936
 -88.80578293 -84.29579278 -77.41384905 -78.0834565  -92.29285985]",-807.735412726
0.0143500832726,0.15186399337,5.01347256543,[ 0.91133664  0.31511773  0.05454975],"[  6.72314397e-02   2.02192772e-02   5.97256653e-04   7.41950102e-04
   2.71476115e-04   3.80432508e-02   1.07200267e-01   3.53594389e-03
   3.38866161e-05   4.42942131e-02]","[ 0.12142042  0.1950556   0.08858908  0.12053578  0.1363596   0.20056102
  0.21247688  0.26307169  0.13536454  0.18492522]","[ 5.15751604  5.23639296  5.42861116  5.36680934  5.24137113  4.70008588
  4.8653405   5.33602178  4.80356541  4.86772974]","[-72.2324818  -77.17658438 -90.36592031 -63.28439909 -67.51781267
 -89.66356242 -82.01343923 -78.73328219 -77.87415873 -90.37442651]",-809.468518446
0.0556675217953,0.126573234081,6.08015523268,[ 0.41700902  0.08067622  0.02930789],"[ 0.05929038  0.02718803  0.01508621  0.00568612  0.06197177  0.03476727
  0.05129592  0.00519428  0.13789768  0.10526507]","[ 0.12230856  0.13369182  0.08387427  0.14332232  0.1278269   0.13491513
  0.12484672  0.15751685  0.10549789  0.11784533]","[ 6.4063022   6.25500768  5.77027755  5.92704504  6.22850987  5.99024084
  6.02064581  6.16076958  5.98619948  6.32064075]","[-70.63868627 -78.38384477 -90.31262975 -61.5832334  -68.77580498
 -88.55327962 -82.15762536 -77.45616603 -81.51024769 -89.30562063]",-819.991990815
0.00212215216457,0.185084113098,5.21144458199,[ 7.46241878  0.31155752  0.14556543],"[  3.78261860e-007   9.70300727e-004   2.35295868e-003   1.41154170e-006
   5.09224722e-161   4.67172227e-010   1.60793643e-001   1.06704868e-026
   5.40724709e-047   1.46357185e-003]","[ 0.14178625  0.19951946  0.08278406  0.16507502  0.11795291  0.24163278
  0.32949748  0.1942269   0.2024288   0.12982519]","[ 4.64940057  5.34050456  5.95831852  5.46413129  5.81164205  4.58906408
  5.35917246  6.99290599  4.98183378  3.85825912]","[-71.35904839 -76.98837083 -90.33011907 -61.53912766 -67.52094681
 -90.60650228 -83.06000999 -78.16568544 -78.52251053 -89.0288323 ]",-807.137535121
0.015999311456,0.155688684114,5.99502441134,[ 0.79315215  0.04756453  0.12685528],"[ 0.0196771   0.07270766  0.09766971  0.00712953  0.02531781  0.0572429
  0.00047188  0.00305826  0.03802713  0.01755168]","[ 0.1514792   0.16447151  0.14872316  0.17287856  0.16525939  0.15114899
  0.15324398  0.15340182  0.14825675  0.15163093]","[ 5.69023353  7.03653953  6.60908234  6.55458947  6.25945376  8.05286795
  5.02022466  6.2026157   6.76087501  4.31461312]","[-71.42154552 -78.33569749 -91.54378956 -62.57272296 -67.68948054
 -87.38878457 -82.494153   -77.47029388 -77.67407481 -89.18358023]",-809.624227055
0.0199260964495,0.124916545591,6.08237898517,[ 0.62760672  0.10334582  0.26457376],"[ 0.03777778  0.00701023  0.02046345  0.01258692  0.03175918  0.05229109
  0.09425258  0.08822551  0.06179875  0.04748784]","[ 0.13690022  0.13949656  0.09908732  0.15196168  0.13762246  0.15669347
  0.13022385  0.15418167  0.14476759  0.09551153]","[ 6.59228051  6.21143439  7.28811575  5.98796523  5.91796959  6.56245169
  7.40451428  8.04892024  5.33039245  5.95521964]","[-71.17887175 -78.21822622 -91.4014592  -61.87875803 -67.66609323
 -87.6111481  -82.40172568 -78.20996052 -77.82924969 -89.14892177]",-803.266003236
0.0683305518558,0.120587032201,7.1036989249,[ 0.51650989  0.19530693  0.32371025],"[ 0.03893942  0.0492125   0.04014675  0.01757935  0.03221595  0.12332227
  0.00481221  0.08695315  0.08460153  0.04519249]","[ 0.13605493  0.14553547  0.09189296  0.08627384  0.07638802  0.14151541
  0.15622897  0.12258736  0.12316735  0.105065  ]","[  5.91665009   6.30771827   6.31845233  10.92610737  10.42465214
  10.67369291   5.43056833   8.3284442   12.57337231   5.66474747]","[-70.73236936 -78.27551572 -89.94534177 -62.1205891  -67.28570906
 -85.77480351 -83.18853858 -79.28153848 -78.42272724 -89.19037223]",-802.648190689
0.0413168132417,0.129207044945,5.83951284736,[ 0.15560103  0.12695615  0.24171453],"[ 0.04278649  0.03394283  0.04024003  0.03538489  0.04461656  0.05874982
  0.07068335  0.02332198  0.03420028  0.06804007]","[ 0.10778728  0.14972149  0.10339283  0.15240655  0.13751147  0.14958126
  0.14669564  0.15202668  0.14490179  0.10993955]","[ 7.30227789  6.45564018  6.30423088  6.46514035  6.0543768   7.98338178
  7.09984132  6.70240249  5.44229193  5.91890833]","[-70.38749975 -77.84350409 -90.13421492 -62.93147471 -67.99730943
 -87.3256685  -82.71238224 -77.49685046 -77.30667412 -89.06708433]",-802.161068904
0.0137238223624,0.159709189358,5.03323343063,[ 0.548904    0.08272183  0.13059837],"[ 0.00049163  0.01218891  0.04228052  0.01649313  0.00898467  0.00524553
  0.00078384  0.01961614  0.04717102  0.00159695]","[ 0.16069865  0.18729359  0.16834582  0.17094636  0.19180627  0.15865183
  0.15436755  0.20573513  0.16135554  0.16457142]","[ 4.33031951  5.99116269  5.18401994  5.07849186  4.60945266  5.93805301
  4.75709139  5.62124112  4.20259935  3.95675019]","[-71.3694532  -77.38033598 -92.82473118 -62.80803695 -67.85143038
 -88.88907005 -82.06329758 -77.99061504 -79.66473159 -89.21478482]",-814.889308621
0.0310638986629,0.146267622616,5.83060264711,[ 0.70110156  0.06914068  0.08765702],"[ 0.00270554  0.06829103  0.01528401  0.00085805  0.00280304  0.01074154
  0.07369109  0.0157307   0.07468411  0.12488884]","[ 0.14801195  0.15125106  0.13198149  0.14830222  0.1450152   0.13759464
  0.12678811  0.14214949  0.13482025  0.14294662]","[ 5.42437217  7.57108831  5.20107629  5.95986765  5.45767641  5.91104931
  6.63511562  7.40723882  6.32261487  5.35512834]","[-71.95705308 -78.5211312  -91.27631298 -61.30832694 -67.17847096
 -88.65277472 -82.17085014 -77.29833403 -77.23511322 -89.39255486]",-812.37643427
0.0179623375205,0.127054859546,5.85289346154,[ 0.16253197  0.15166067  0.04975874],"[ 0.02040991  0.01817126  0.01460115  0.01937392  0.01607947  0.01476682
  0.03915192  0.01119138  0.00691558  0.02729016]","[ 0.11455415  0.16041852  0.10084148  0.13841611  0.12799813  0.12546332
  0.10479064  0.18779297  0.14965809  0.08677771]","[ 6.22162769  5.96707163  5.58729917  6.00183047  6.31619038  6.04544011
  6.13400846  6.09149777  5.35979317  5.69499079]","[-70.80690191 -77.54985525 -90.23057842 -62.31896815 -67.19146343
 -88.84114762 -83.03537451 -77.38447147 -77.51395281 -89.52589074]",-810.910110325
0.0617127040651,0.122630371559,6.77713040272,[ 0.33596142  0.06403928  0.18338437],"[ 0.05960596  0.06592306  0.06958754  0.00434775  0.01265901  0.07040413
  0.05353491  0.02652513  0.05817279  0.07722027]","[ 0.13069727  0.12263121  0.12526555  0.1284767   0.11653944  0.11988871
  0.10929489  0.13501091  0.14137624  0.09967155]","[ 7.37342113  6.73632946  7.78491495  7.33840871  6.49974695  7.01501338
  6.55117471  6.42639384  6.34826116  6.41210416]","[-71.25733993 -79.53892486 -91.55624183 -61.42334814 -67.23286582
 -88.43267506 -82.6731043  -78.71828785 -77.06046475 -89.02800955]",-809.07016735
0.0158981728305,0.131982846016,6.9342905201,[ 0.63491007  0.0810165   0.11085019],"[ 0.03437016  0.02403111  0.08491609  0.00255506  0.00624591  0.0501405
  0.04344984  0.0269356   0.15872655  0.14301497]","[ 0.12242953  0.14395816  0.1132829   0.13345137  0.12712635  0.13259518
  0.1712991   0.16136518  0.11542011  0.12686207]","[ 6.8324646   6.77716734  6.63555023  6.88092709  5.8064608   6.52699146
  6.50238238  5.66568025  7.6931503   6.66639005]","[-70.82700431 -77.9807935  -90.289668   -61.25739428 -67.30747502
 -88.16117194 -83.56487497 -78.86103285 -79.05301993 -89.9021535 ]",-811.343791089
0.0555881116737,0.104726690132,6.51582559375,[ 0.36220872  0.20330718  0.2460856 ],"[ 0.09027124  0.05507842  0.07626499  0.00837484  0.01120657  0.0419825
  0.09064969  0.05278966  0.1028612   0.05686744]","[ 0.15705499  0.20935496  0.1050858   0.15333781  0.13222132  0.1413115
  0.10308244  0.17188144  0.11624719  0.09391554]","[ 6.97236821  5.85400024  6.34542904  7.37935566  5.88837893  6.63346359
  7.10066952  6.89416137  6.01864381  5.7280853 ]","[-72.08718029 -77.54099001 -90.18540647 -62.86406202 -67.23629369
 -87.93205843 -82.89539852 -77.73752885 -79.05455611 -88.80407586]",-805.78436441
0.0485770314643,0.168491635766,6.11652265416,[ 0.25419347  0.27777209  0.13601137],"[ 0.07495483  0.08878279  0.0458169   0.07361235  0.0925135   0.03123221
  0.08474371  0.02848102  0.06986092  0.04854801]","[ 0.2194237   0.21539661  0.0935737   0.15022001  0.15927399  0.19115452
  0.21756064  0.18874953  0.147469    0.12067224]","[ 5.34964053  5.29197479  5.0822154   7.05755113  6.52478661  5.53412344
  5.37490733  5.89392563  7.65069768  5.21961838]","[-72.41113062 -78.87788397 -91.34755318 -64.82531346 -69.35218086
 -88.53902076 -81.6896025  -77.90847801 -77.32003857 -89.02164724]",-810.800058231
0.0177365616571,0.16868604149,5.70476200888,[ 2.13387819  0.22502939  0.03873753],"[  9.08517440e-05   1.04636907e-05   7.07309382e-03   3.44320000e-02
   5.98240182e-02   3.24035985e-03   9.43876734e-02   1.52809185e-05
   5.89798052e-03   1.29614646e-01]","[ 0.11200508  0.18856982  0.09398656  0.13446911  0.16365525  0.18835085
  0.21619807  0.17249381  0.12363734  0.17795659]","[ 5.74144895  6.03425848  5.47316891  5.78455615  5.70428063  5.68980409
  6.10560816  6.12224709  5.77272648  5.2736751 ]","[-71.93930274 -77.83017058 -90.2553772  -63.58744216 -68.50555647
 -89.59853047 -82.16556098 -77.18322843 -77.65767923 -89.83016176]",-808.254694482
0.051759910469,0.171850170435,5.85242121804,[ 0.93424853  0.11089681  0.19062906],"[ 0.0700308   0.01159503  0.04464812  0.0050335   0.02838804  0.16363177
  0.04314044  0.0346323   0.06305886  0.16863191]","[ 0.18122388  0.17341336  0.14461474  0.16530144  0.16098107  0.21950718
  0.15515331  0.20306399  0.16897083  0.18344551]","[ 5.09785362  5.46821246  5.97260693  5.59230165  5.23365067  7.23627002
  4.9088185   6.20558603  5.60175109  7.70576689]","[-71.69775302 -77.3385326  -91.98270904 -61.71324912 -67.87496726
 -86.96056975 -81.60344176 -77.83131976 -77.38207264 -92.25360044]",-800.674814466
0.0430864028202,0.110753255037,7.85155357625,[ 0.96876667  0.09434742  0.18711956],"[ 0.03049109  0.01005428  0.07455679  0.00284137  0.04727519  0.0907288
  0.05737814  0.01170962  0.0471717   0.15304014]","[ 0.11930552  0.11414428  0.09026332  0.10366894  0.09773016  0.13491805
  0.09786071  0.12801221  0.10736856  0.11383116]","[ 6.52936213  7.74227171  6.98078214  7.75679381  7.84725173  8.98172826
  7.71745756  7.55233451  8.06034587  9.13018919]","[-70.66185073 -79.52383728 -89.86599    -61.11572707 -67.97787006
 -86.73149883 -83.28616819 -77.62027304 -77.08659574 -91.68272575]",-799.447156109
0.0361019661954,0.143389855629,6.68854552388,[ 0.25455225  0.03990467  0.05279248],"[ 0.07863452  0.03014695  0.04799122  0.03585465  0.04639987  0.07707595
  0.05327671  0.0352736   0.03983505  0.05354367]","[ 0.14188745  0.13203918  0.13609314  0.13091442  0.14404255  0.16589056
  0.14142642  0.13654918  0.16510779  0.12950852]","[ 6.2762875   6.91154686  6.45219806  7.00233442  6.59793185  6.76513789
  6.97705974  7.15341495  6.32738661  6.3888596 ]","[-71.21946229 -78.26957616 -91.81218049 -62.7809606  -67.82205485
 -87.13220675 -83.03964107 -77.94307516 -77.7042663  -91.31951441]",-816.53421543
0.0388273558325,0.154650637571,6.25015506467,[ 0.89665604  0.15017658  0.09481908],"[ 0.06110857  0.00234326  0.01994113  0.01155234  0.0079849   0.08882332
  0.11317099  0.0399944   0.03222923  0.17528925]","[ 0.16451731  0.16519961  0.14574006  0.13638288  0.15679717  0.2159264
  0.14199052  0.1946105   0.14388625  0.16704606]","[ 6.17839082  5.92451649  6.2946392   5.77726479  6.28293244  6.59520841
  5.9457847   6.47960277  6.32650339  6.33601945]","[-71.60884606 -77.65131803 -93.98288972 -62.19009274 -67.59654579
 -87.12173213 -82.33938469 -77.73120851 -77.40849217 -90.78351839]",-801.523407165
0.0605999548741,0.154551471672,5.76654589738,[ 0.66560683  0.17052731  0.16783691],"[ 0.05277254  0.00677489  0.00560505  0.00467476  0.05513175  0.13154732
  0.07160733  0.07091087  0.0017639   0.01093394]","[ 0.10114856  0.21423162  0.14215519  0.12196744  0.16102171  0.17035937
  0.12800764  0.23976787  0.16526852  0.12374165]","[ 7.99081542  5.81632851  5.15082738  6.62727458  6.18380056  6.74463307
  6.24257826  6.44009471  5.14601765  5.05340523]","[-70.31598652 -77.41997902 -92.0719492  -61.35581957 -68.14295325
 -87.56758462 -82.06390011 -78.97846711 -77.70169701 -90.34808944]",-807.979680719
0.0275912915126,0.146468600759,6.00664508602,[ 0.9048567   0.07746798  0.04990435],"[  1.94288639e-02   1.44485309e-02   6.51357969e-02   1.48589674e-04
   2.02032722e-02   1.74348302e-01   2.81374588e-02   2.08089367e-03
   7.78214323e-03   8.42422910e-02]","[ 0.12206504  0.16070312  0.13280438  0.13623852  0.16096083  0.13891067
  0.12507098  0.1689992   0.14053635  0.11660879]","[ 5.73308618  6.19335463  6.39751697  6.04412647  5.78791206  6.34387012
  6.05765629  5.818283    5.84865223  6.07004068]","[-70.8462017  -77.6130339  -91.12331347 -61.28640069 -67.37035854
 -91.16948593 -82.65712494 -77.55128899 -77.77909865 -89.19295164]",-807.711130453
0.0375096112435,0.152862676341,5.82566743698,[ 0.37652202  0.07834892  0.07712314],"[ 0.02976164  0.02034336  0.03594222  0.00929478  0.02327302  0.05477411
  0.02829019  0.04080125  0.08198969  0.05840376]","[ 0.14361914  0.15590952  0.15224879  0.14396858  0.15708438  0.16911249
  0.16711018  0.16445376  0.15414218  0.13852857]","[ 5.52686005  6.57391845  5.85014742  6.5871644   6.05911759  6.03658469
  5.44090413  6.49773622  5.86799335  5.64386483]","[-70.85581459 -77.78667108 -92.66893139 -61.6577315  -67.42267157
 -87.83488839 -82.10168614 -77.84638733 -77.50507442 -89.95707469]",-803.735644556
0.0501537741319,0.148120676039,5.81047960808,[ 1.15045257  0.04399384  0.18649555],"[ 0.01396789  0.03671212  0.10313167  0.01748803  0.00163937  0.15601728
  0.01643147  0.00105574  0.00020195  0.00334531]","[ 0.15022715  0.14003118  0.14714503  0.15563594  0.14632292  0.16094362
  0.15818221  0.14474115  0.14444199  0.14613599]","[ 4.69288333  6.25294807  5.94022193  6.11874368  5.26960286  7.55352006
  5.84129396  6.42276691  5.14983734  3.97641464]","[-71.14087634 -78.24965509 -91.54426472 -62.11712681 -67.28282814
 -87.3131037  -83.38568302 -77.47541228 -77.53017121 -88.99033461]",-803.058138734
0.0273045818276,0.140513340418,5.91429369349,[ 0.12083623  0.13590957  0.20363867],"[ 0.0422507   0.02704949  0.02344065  0.01786527  0.01962595  0.04065615
  0.03379084  0.01955918  0.0437215   0.03331322]","[ 0.11392086  0.17828289  0.14630265  0.1550179   0.13468472  0.18030983
  0.14232109  0.15176724  0.09690189  0.11032174]","[ 6.42094748  6.54025195  6.246371    4.97877779  5.74777095  6.18603708
  5.31052103  7.60529097  6.965168    5.2136976 ]","[-70.46607986 -77.68760714 -93.6365344  -63.47490349 -67.49986885
 -87.9984981  -81.81816101 -77.28882911 -77.56745575 -89.17716261]",-809.404311829
0.0173769155793,0.125033946197,6.57675064845,[ 0.42357497  0.16416833  0.22657256],"[ 0.04414384  0.02700189  0.03664306  0.02453925  0.01491858  0.02974123
  0.07503992  0.00659161  0.001996    0.04572034]","[ 0.08922606  0.15315068  0.10224733  0.16408452  0.17226461  0.11308855
  0.11347651  0.14137695  0.14244414  0.10362344]","[ 7.12236769  4.88363044  6.82441558  5.37829207  6.45934001  6.62620675
  7.9813196   6.54939602  5.58428771  5.62614498]","[-70.59905421 -79.33006194 -90.38702097 -62.90407738 -68.23212748
 -88.98353279 -82.91340783 -77.60465302 -77.75373431 -89.10023583]",-806.741099726
0.0309320396905,0.140810415189,6.30246529134,[ 0.23651553  0.08924605  0.22481125],"[ 0.02401774  0.0319329   0.05507532  0.02810489  0.02476138  0.04145946
  0.03082012  0.01353387  0.05794892  0.05185189]","[ 0.13699458  0.12938743  0.09477112  0.16790143  0.14942582  0.1570047
  0.16765704  0.13604968  0.1359621   0.14214506]","[ 4.79738679  6.99622968  6.97981757  6.71733485  5.28382162  5.12565905
  4.84537373  6.7630095   7.76203879  4.00967595]","[-71.26406455 -78.3606911  -89.86231513 -63.18014128 -67.87996528
 -89.32916752 -81.47529695 -77.79449901 -77.34646671 -89.09181155]",-808.975523258
0.0114334873458,0.158772158372,5.51992704565,[ 0.87548788  0.23867067  0.34991313],"[  1.55448999e-02   2.84831556e-03   5.11753448e-04   2.46363330e-06
   6.87894153e-03   2.17457003e-02   1.76265819e-03   5.61650116e-03
   7.88022541e-02   8.10369320e-02]","[ 0.10356072  0.25356041  0.09868038  0.14501759  0.11304119  0.16427947
  0.20911218  0.1876836   0.1961466   0.12357714]","[ 6.38042479  3.72363254  5.14548387  6.48573571  6.48223054  6.74321907
  4.78521296  5.67015019  7.19429826  5.18643659]","[-71.02770163 -79.1475786  -90.39318091 -61.25255756 -67.27250345
 -88.83552321 -82.7425303  -77.61618852 -78.11622756 -88.80619049]",-802.502775746
0.0374606604777,0.155528203156,5.8236773977,[ 0.40744449  0.05924396  0.0576308 ],"[ 0.02532926  0.01277731  0.06642796  0.06779372  0.02376901  0.02418094
  0.01311538  0.04154269  0.01720857  0.07283507]","[ 0.15626909  0.1581266   0.12034422  0.1423348   0.15497576  0.15074443
  0.15334093  0.17591789  0.16428371  0.17165301]","[ 5.90190667  5.41198652  5.6673248   5.89864344  5.86593986  6.04096235
  5.38232358  5.97751142  5.59383176  5.12458922]","[-71.65364585 -77.81996061 -90.67247206 -65.17241501 -67.39156385
 -88.30124643 -82.46795958 -78.32950076 -77.69013173 -89.74920419]",-813.045995932
0.0155026430943,0.134602597427,5.93019507345,[ 0.88174484  0.10585888  0.21644376],"[  2.45272989e-02   6.55332810e-03   1.24172851e-03   1.04675783e-04
   2.82879216e-02   8.37064204e-02   2.34828441e-03   2.01301905e-02
   1.25645183e-01   3.46881707e-02]","[ 0.10998901  0.16102027  0.11591991  0.12771483  0.11957525  0.13329796
  0.15277029  0.14801016  0.14642724  0.1165728 ]","[ 5.9724973   5.56354705  5.56593379  6.45632562  6.471446    6.62866618
  4.92763714  6.12201931  6.74186834  5.58952976]","[-70.79186054 -77.59523389 -91.05152658 -61.13132323 -67.52700036
 -88.2777185  -82.22939956 -78.28434083 -77.94980954 -89.89412081]",-800.346284547
0.00721643261118,0.180163695763,4.8272395319,[ 0.45479316  0.06098885  0.10405054],"[ 0.00035919  0.01827116  0.00693839  0.00802856  0.00023365  0.00333075
  0.00108166  0.00914082  0.01226766  0.00349513]","[ 0.17835834  0.20984652  0.14780569  0.19492729  0.1813595   0.15230909
  0.16958174  0.20846003  0.18947078  0.1864785 ]","[ 4.3211337   5.37360515  5.32541752  5.25118907  4.90543837  5.56464321
  4.70411874  5.5189973   4.72038719  4.43166997]","[-71.40045823 -76.98125633 -92.73617102 -62.2255708  -67.34253841
 -88.77134339 -81.97502709 -77.8772544  -77.69675984 -91.10237772]",-816.424660197
0.00656973641051,0.159118490743,5.3078936363,[ 0.44417939  0.04633651  0.22578151],"[ 0.00361456  0.00788606  0.00277493  0.01821231  0.01795431  0.01474532
  0.00637538  0.00284326  0.00148712  0.01166184]","[ 0.13985136  0.16128657  0.14888323  0.14036427  0.15100555  0.15590844
  0.16589468  0.15881909  0.15068437  0.16783118]","[ 4.82552743  4.54325278  4.8072959   6.38913844  5.72437543  7.30828337
  4.79612379  7.35813299  4.53580315  4.02328859]","[-71.25605524 -79.17937694 -92.18231994 -62.01764475 -67.29955863
 -89.94140833 -81.89382766 -77.3671318  -77.87780111 -89.17655373]",-809.276376865
0.0291720223856,0.179139885978,5.15291544567,[ 0.30351747  0.13819918  0.22768819],"[ 0.01954953  0.04495297  0.00318784  0.02494204  0.0415341   0.05551986
  0.08590612  0.01559778  0.05536211  0.03529932]","[ 0.1556355   0.17848162  0.15243534  0.11902556  0.17076376  0.22635244
  0.20507078  0.1330852   0.14962873  0.1260664 ]","[ 5.83017847  5.21108611  4.40058754  5.87844046  5.75310503  5.59335604
  4.36093515  6.13763825  5.66906879  4.47461853]","[-71.78901618 -78.18982609 -92.26083399 -63.65280462 -67.87384344
 -88.52643615 -82.17563538 -79.03963866 -77.28842695 -88.79169674]",-812.47514608
0.00591280688504,0.167120925202,6.35079736061,[ 1.72533292  0.04779288  0.13188045],"[  8.34019656e-02   2.73443429e-02   9.06171112e-02   4.82930069e-11
   5.66796075e-03   4.37392714e-02   3.77025500e-02   3.55783226e-02
   1.04817884e-01   1.67013131e-01]","[ 0.1633684   0.16570765  0.14815245  0.15771596  0.16929427  0.17407123
  0.15421567  0.17838599  0.16120314  0.15734327]","[ 6.10552524  6.05676211  6.17649858  6.2679795   6.56256821  5.61274432
  4.7752342   6.8367559   6.04709491  5.70290399]","[-71.69171113 -77.50171691 -91.51172611 -61.46046541 -68.65187995
 -88.27569032 -81.65799955 -77.44730663 -77.81139386 -90.28986605]",-806.557087342
0.0320638968365,0.151575192109,5.80697707232,[ 0.39157666  0.08002629  0.04146592],"[ 0.02650915  0.01069964  0.04992244  0.04452963  0.01808506  0.02283953
  0.0130315   0.0201508   0.01873531  0.07196472]","[ 0.15512929  0.14805853  0.10433342  0.14577793  0.14551044  0.14177311
  0.14836629  0.1784995   0.1563698   0.17181684]","[ 5.8765428   5.49948185  5.59734244  5.81260343  5.87604446  6.04981955
  5.43524689  5.93607183  5.64701507  5.26551592]","[-71.5259889  -78.12823249 -90.39089979 -63.79910801 -67.26640497
 -88.39533799 -82.51750587 -77.72189533 -77.52700492 -89.99648564]",-812.196980705
0.013407504089,0.139711500373,5.65371374594,[ 0.30804401  0.39322582  0.08630188],"[ 0.0295029   0.0197271   0.01470193  0.00867598  0.01428613  0.0082332
  0.05640533  0.006703    0.00344215  0.01588095]","[ 0.11399232  0.21898056  0.10064968  0.21180253  0.14495491  0.13950656
  0.09757519  0.14459839  0.12910223  0.12356859]","[ 5.39317048  4.85432264  6.0356092   5.52822527  5.68505431  5.83919881
  5.25362715  6.00976443  5.41913089  4.81284262]","[-71.20965126 -77.17443889 -90.34897794 -62.68887877 -67.26567592
 -88.68463818 -84.72331168 -78.226496   -77.60390653 -89.50593128]",-806.643154117
